FID,POINT_X,POINT_Y,Join,Surveyor,SurveyYear,State,County,cornerid,TreeNo,Group_,L2_tree,L1_tree,L3_tree,TDiameter,TDistance,TDegree,water,generalnotes,Line,AREASYMBOL,MUSYM,MUKEY,temp,precip,DEM,om_r,sandtotal_r,silttotal_r,claytotal_r,kwfact,awc_r,ksat_r,CLASS,NCCPI
85,726749.93640,523894.13650,232117500540tree2,Abner E. VanNess,1834,IN,Starke,NA,tree2,Oak,White Oak,W oak,Oak,30,59.948064,309.5, , ,West,IN149,MdA,162615,9.789999962,1028.329956,222.0084839,0.56,72.5800018,19.4300003,7.9899998,0.18,0.11,63.6699982,Cultivated Crops,0.49000001
86,739800.96260,540373.52880,234113640400tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,White Oak,W oak,Oak,30,19.915632,224, , ,West,IN099,RopB,1702566,10.02999973,1018.859985,249.9014893,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75
87,725047.21480,520691.85470,232117400340tree1,Abner E. VanNess,1834,IN,Starke,NA,tree1,Oak,White Oak,W oak,Oak,30,5.632704,101, , ,West,IN149,Mr,162620,9.829999924,1029.859985,222.3913727,0.5,88.4000015,7.4000001,4.1999998,0.09,0.07,91.7399979,Cultivated Crops,0.370000005
88,738215.63880,516178.04370,232113600100tree1,David Hillis,1833,IN,Marshall,NA,tree1,Oak,White Oak,W. Oak,Oak,30,23.536656,84, , ,West,IN099,WkxB,2481976,9.829999924,1031.189941,239.70401,0.94,51.2799988,30.0699997,18.6499996,0.28,0.18,9.1700001,Developed_ Open Space,0.790000021
89,735744.02790,538910.07980,234113400300tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,White Oak,W oak,Oak,30,13.679424,66, , ,West,IN099,RopB,1702566,10.02999973,1017.679993,252.4790039,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Cultivated Crops,0.75
90,733355.91750,540556.35560,234113240400tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,White Oak,W oak,Oak,30,4.425696,294, , ,West,IN099,GdnA,2451235,9.899999619,1016.320007,232.8984985,3.53,77.1800003,13.3500004,9.4700003,0.14,0.11,16.25,Cultivated Crops,0.720000029
91,732622.88110,545449.79820,235113200100tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,White Oak,W oak,Oak,30,140.214096,291.25, , ,West,IN099,PnyA,2481952,9.869999886,1016.27002,219.6158447,1.89,69.4100037,22.0799999,8.5100002,0.17,0.14,35.2200012,Cultivated Crops,0.670000017
92,734249.45250,542944.16170,234113300540tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,White Oak,W oak,Oak,30,15.0876,247, , ,West,IN099,BsxA,2481932,9.899999619,1016.530029,229.3084259,0.6,86.9800034,8.7399998,4.2800002,0.1,0.09,91.7399979,Cultivated Crops,0.419999987
93,729999.77530,523705.33890,232117700540tree2,David Hillis,1829,IN,Starke,NA,tree2,Oak,White Oak,W oak,Oak,30,28.565856,285, , ,West,IN149,WwB,162637,9.840000153,1027.699951,229.5484772,1.0599999,50.6300011,32.4700012,16.8999996,0.31,0.14,9.1700001,Cultivated Crops,0.629999995
94,730805.88920,543028.85500,234117700540tree2,Jeremiah Smith,1834,IN,Starke,NA,tree2,Oak,White Oak,w oak,Oak,30,13.277088,283, , ,West,IN149,W,162635,9.859999657,1015.030029,218.997467,0,0,0,0,0,0,0,Open Water,NA
95,729316.54340,526156.76020,233117640100tree2,David Hillis,1834,IN,Starke,NA,tree2,Oak,White Oak,w oak,Oak,30,8.247888,275, , ,West,IN149,WwB,162637,9.819999695,1023.359985,229.2142944,1.0599999,50.6300011,32.4700012,16.8999996,0.31,0.14,9.1700001,Cultivated Crops,0.629999995
96,709984.18430,548729.72710,235137600240tree1,William Clark,1834,IN,LaPorte,NA,tree1,Oak,Yellow Oak,y oak,Oak,30,2.212848,167, , ,West,IN091,TcB,272695,9.789999962,1002,215.5391846,0.92,59.3100014,28.0699997,12.6199999,0.25,0.14,9.1700001,Cultivated Crops,0.550000012
97,702406.47750,524840.79700,232137200540tree2,Abner E. Van Ness,1834,IN,Starke,NA,tree2,Oak,White Oak,w oak,Oak,30,80.4672,275, , ,West,IN149,Me,162616,9.890000343,982.4400024,208.2044067,1.72,89.7099991,6.8600001,3.4300001,0.07,0.08,91.7399979,Cultivated Crops,0.479999989
98,709494.70520,518971.73170,232137640200tree2,Abner E. Van Ness,1834,IN,Starke,NA,tree2,Oak,Black Oak,b oak,Oak,30,55.522368,271.5, , ,West,IN149,Nf,162622,9.880000114,985.2700195,215.7392273,1.9,88.3899994,8.0799999,3.53,0.07,0.09,91.7399979,Cultivated Crops,0.439999998
99,736740.07950,524096.84000,232113500600tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,White Oak,W. Oak,Oak,30,197.345808,170, , ,West,IN099,OlcC2,2481945,9.920000076,1024.619995,237.3153229,0.86,71.6900024,15.2799997,13.0299997,0.15,0.14,35.2200012,Developed_ Open Space,0.540000021
100,738507.60220,525885.43640,233113600100tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,White Oak,W. Oak,Oak,30,27.15768,81, , ,West,IN099,MfrAN,1702553,9.989999771,1021.619995,233.2409668,10,17,65,18,0.43,0,0.92,Cultivated Crops,0.49000001
101,724989.45700,519004.25650,232117400240tree2,Abner E. VanNess,1834,IN,Starke,NA,tree2,Oak,White Oak,W oak,Oak,30,91.330272,167.5, , ,West,IN149,Me,162616,9.829999924,1031.219971,221.2646179,1.72,89.7099991,6.8600001,3.4300001,0.07,0.08,91.7399979,Cultivated Crops,0.479999989
102,719962.45740,553075.42190,235127600540tree1,William Clark,1834,IN,LaPorte,NA,tree1,Oak,Yellow Oak,y oak,Oak,30,15.489936,176, , ,West,IN091,Br,272648,9.789999962,1005.669983,210.6400299,1.27,72.2099991,17.5599995,10.2299995,0.12,0.12,65.6999969,Developed_ Open Space,0.519999981
103,731782.92360,517988.81260,232113200200tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,White Oak,W. Oak,Oak,30,5.0292,82.5, , ,West,IN099,SdzA,2453035,9.829999924,1036.02002,231.4104767,0.81,57.4000015,28.6499996,13.9499998,0.29,0.13,37.0499992,Cultivated Crops,0.560000002
104,744923.59220,524850.26970,232123400640tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,White Oak,W. Oak,Oak,30,8.851392,278, , ,West,IN099,RoqC2,2481965,10.01000023,1019.429993,243.333252,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,Cultivated Crops,0.660000026
105,718085.79080,547521.03960,235127500200tree1,William Clark,1834,IN,LaPorte,NA,tree1,Oak,White Oak,w oak,Oak,30,29.16936,152.5, , ,West,IN091,Ck,272654,9.770000458,1004.380005,209.3147278,2.29,66.6800003,19.9200001,13.3999996,0.14,0.12,51.0900002,Herbaceous,0.379999995
106,720951.27120,520078.52060,232117140300tree1,Abner E. VanNess,1834,IN,Starke,NA,tree1,Oak,Black Oak,B oak,Oak,30,13.277088,231, , ,West,IN149,PtA,162628,9.789999962,1018.570007,220.0073547,0.5,93.3799973,4.6199999,2,0.04,0.06,91.7399979,Cultivated Crops,0.370000005
107,721526.03790,532972.34050,233117140500tree1,Jeremiah Smith,1834,IN,Starke,NA,tree1,Oak,White Oak,w oak,Oak,30,8.650224,14, , ,West,IN149,BeA,162607,9.800000191,1012.119995,216.6779938,0.4,88.1999969,7.8000002,4,0.12,0.07,91.7399979,Developed_ Open Space,0.319999993
108,734531.09860,551764.80240,235113300500tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,White Oak,W oak,Oak,30,6.638544,152, , ,West,IN141,OlcA,612130,9.840000153,1018.52002,225.0280304,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,Developed_ Open Space,0.660000026
109,722719.55390,523200.88570,232117240500tree2,Abner E. VanNess,1834,IN,Starke,NA,tree2,Oak,White Oak,W oak,Oak,30,7.644384,209, , ,West,IN149,WwB,162637,9.800000191,1022.400024,226.378891,1.0599999,50.6300011,32.4700012,16.8999996,0.31,0.14,9.1700001,Developed_ Low Intensity,0.629999995
110,739423.24340,529085.07220,233113640300tree1,Jeremiah Smith,1837,IN,Marshall,NA,tree1,Oak,White Oak,W. Oak,Oak,30,11.06424,85, , ,West,IN099,RopB,1702566,10.02999973,1020.179993,251.2597198,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75
111,734517.98730,527607.03300,233113340200tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,Black Oak,B. Oak,Oak,30,6.03504,215, , ,West,IN099,PrxA,2481958,9.909999847,1021.030029,229.3292236,0.73,94.3499985,3.74,1.91,0.03,0.07,55,Developed_ Open Space,0.389999986
112,725061.73470,521488.63810,232117400400tree1,Abner E. VanNess,1834,IN,Starke,NA,tree1,Oak,White Oak,W oak,Oak,30,15.0876,245, , ,West,IN149,MdA,162615,9.819999695,1028.619995,221.5162354,0.56,72.5800018,19.4300003,7.9899998,0.18,0.11,63.6699982,Developed_ Open Space,0.49000001
113,725088.85750,521476.42890,232117400400tree2,Abner E. VanNess,1834,IN,Starke,NA,tree2,Oak,White Oak,W oak,Oak,30,22.329648,141.5, , ,West,IN149,MdA,162615,9.819999695,1028.619995,221.2985535,0.56,72.5800018,19.4300003,7.9899998,0.18,0.11,63.6699982,Developed_ Open Space,0.49000001
114,743347.65810,526504.29400,233123300140tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,White Oak,W. Oak,Oak,30,24.14016,222, , ,West,IN099,RoqC2,2481965,10.01000023,1020.119995,242.5354309,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,Cultivated Crops,0.660000026
115,715177.71510,517925.50660,232127400140tree2,Robert Clark Jr,1833,IN,Starke,NA,tree2,Oak,White Oak,W oak,Oak,30,3.621024,227.5, , ,West,IN149,Mr,162620,9.829999924,997.9299927,218.8218994,0.5,88.4000015,7.4000001,4.1999998,0.09,0.07,91.7399979,Developed_ Open Space,0.370000005
116,729145.52170,521248.44500,232117640400tree1,Abner E. VanNess,1834,IN,Starke,NA,tree1,Oak,White Oak,W oak,Oak,30,75.840336,136, , ,West,IN149,MdA,162615,9.829999924,1033.839966,224.0186005,0.56,72.5800018,19.4300003,7.9899998,0.18,0.11,63.6699982,Cultivated Crops,0.49000001
117,723517.58920,522353.53350,232117300440tree2,Abner E. VanNess,1834,IN,Starke,NA,tree2,Oak,White Oak,W oak,Oak,30,24.14016,126, , ,West,IN149,PvB,162629,9.800000191,1024.170044,223.1068268,0.56,94.25,3.75,2,0.04,0.07,91.7399979,Developed_ Open Space,0.409999996
118,739882.11540,518534.06620,232113700240tree1,Sylvester Sibley,1833,IN,Marshall,NA,tree1,Oak,White Oak,W. Oak,Oak,30,11.667744,276, , ,West,IN099,RoqB,2481964,9.869999886,1026.550049,241.704895,0.68,52.8400002,29.7199993,17.4300003,0.27,0.15,32.1699982,Cultivated Crops,0.75999999
119,742061.16940,536261.63460,234123200140tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,White Oak,w oak,Oak,30,28.364688,241, , ,West,IN099,UfbA,2495706,10.02999973,1019,243.7030334,0.93,15.5,16.0100002,12.4899998,0.12,0.08,4.0300002,Developed_ Low Intensity,0.360000014
120,724325.05160,523142.52380,232117340500tree1,Abner E. VanNess,1834,IN,Starke,NA,tree1,Oak,White Oak,W oak,Oak,30,9.454896,298.5, , ,West,IN149,MdA,162615,9.800000191,1024.170044,222.7281952,0.56,72.5800018,19.4300003,7.9899998,0.18,0.11,63.6699982,Developed_ Low Intensity,0.49000001
121,718900.00780,529820.86420,233127600300tree2,Jeremiah Smith,1834,IN,Starke,NA,tree2,Oak,White Oak,w oak,Oak,30,72.219312,245.33, , ,West,IN149,Mr,162620,9.800000191,1008.880005,217.275177,0.5,88.4000015,7.4000001,4.1999998,0.09,0.07,91.7399979,Cultivated Crops,0.370000005
122,732630.64640,519587.76630,232113240300tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,White Oak,W. Oak,Oak,30,8.247888,350, , ,West,IN099,RopB,1702566,9.880000114,1035.22998,227.9534912,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Low Intensity,0.75
123,722493.16890,536938.73610,234117200140tree2,Jeremiah Smith,1834,IN,Starke,NA,tree2,Oak,Black Oak,b oak,Oak,30,7.644384,252, , ,West,IN149,BeA,162607,9.800000191,1011.869995,215.7968597,0.4,88.1999969,7.8000002,4,0.12,0.07,91.7399979,Developed_ Open Space,0.319999993
124,732902.03700,550227.89230,235113200400tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,Jack Oak-IA,J oak,Oak,30,8.449056,66, , ,West,IN141,OlcB,612665,9.829999924,1016.659973,221.6250458,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,Cultivated Crops,0.660000026
125,734033.00530,537302.84240,234113300200tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,White Oak,W oak,Oak,30,24.14016,256, , ,West,IN099,RoqB,2481964,9.970000267,1017.080017,246.8486328,0.68,52.8400002,29.7199993,17.4300003,0.27,0.15,32.1699982,Cultivated Crops,0.75999999
126,730673.19810,539004.01720,234117700300tree1,Jeremiah Smith,1834,IN,Starke,NA,tree1,Oak,Black Oak,b oak,Oak,30,3.419856,200, , ,West,IN149,BeA,162607,9.880000114,1015.690002,227.5921936,0.4,88.1999969,7.8000002,4,0.12,0.07,91.7399979,Developed_ Open Space,0.319999993
127,724944.50260,523118.61460,232117400500tree1,Abner E. VanNess,1834,IN,Starke,NA,tree1,Oak,White Oak,W oak,Oak,30,190.506096,271.5, , ,West,IN149,Wk,162636,9.779999733,1027.160034,221.3089447,1.9400001,87.7600021,7.52,4.7199998,0.08,0.09,91.7399979,Developed_ Open Space,0.529999971
128,726270.77170,551266.43020,235117400440tree2,William Clark,1834,IN,St. Joseph,NA,tree2,Oak,White Oak,w oak,Oak,30,8.650224,99, , ,West,IN091,TcA,272694,9.819999695,1010.320007,213.5330505,0.92,59.3100014,28.0699997,12.6199999,0.25,0.14,9.1700001,Cultivated Crops,0.550000012
129,732482.00000,538156.80070,234113200240tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,White Oak,W oak,Oak,30,7.845552,349, , ,West,IN099,BsxA,2481932,9.920000076,1016.650024,233.0934143,0.6,86.9800034,8.7399998,4.2800002,0.1,0.09,91.7399979,Cultivated Crops,0.419999987
130,719081.92250,532211.35880,233127600440tree1,Jeremiah Smith,1834,IN,Starke,NA,tree1,Oak,Bur Oak,br oak,Oak,30,46.872144,163, , ,West,IN149,Co,162609,9.789999962,1008.890015,212.2935333,1.4299999,65.5,25.2600002,9.2399998,0.21,0.14,51.0900002,Cultivated Crops,0.610000014
131,710865.58930,531001.77920,233137700340tree2,Jeremiah Smith,1835,IN,LaPorte,NA,tree2,Other,Elm,elm,Elm,30,8.247888,316, , ,West,IN149,As,162606,9.800000191,996.8300171,206.1229401,0.87,80.3899994,13.2600002,6.3499999,0.11,0.1,75.2300034,Developed_ Open Space,0.560000002
132,738240.33210,521040.91760,232113600400tree2,David Hillis,1834,IN,Marshall,NA,tree2,Other,Aspen,Poplar,Poplar/tulip poplar,30,16.696944,325, , ,West,IN099,RopB,1702566,9.890000343,1027.98999,256.7522278,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,Developed_ Open Space,0.75
133,739935.96200,520138.01920,232113700340tree1,Sylvester Sibley,1833,IN,Marshall,NA,tree1,Other,custom,W. Wood,Tulip poplar,30,12.673584,209, , ,West,IN099,RoqC2,2481965,9.890000343,1025.800049,249.6547852,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,Developed_ Open Space,0.660000026
134,734168.69860,540536.64320,234113300400tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,White Oak,W oak,Oak,29,11.868912,117, , ,West,IN099,CnbC,1702544,9.930000305,1016.809998,234.7230835,0.39,91.75,5.4000001,2.8499999,0.02,0.07,55,Developed_ Open Space,0.449999988
135,726769.28580,522224.87630,232117500440tree1,Abner E. VanNess,1834,IN,Starke,NA,tree1,Oak,Black Oak,B oak,Oak,28,48.079152,109, , ,West,IN149,Me,162616,9.789999962,1031.5,222.8938141,1.72,89.7099991,6.8600001,3.4300001,0.07,0.08,91.7399979,Cultivated Crops,0.479999989
136,735678.93550,537256.90150,234113400200tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,Black Oak,B oak,Oak,28,22.530816,169, , ,West,IN099,RoqC2,2481965,10.02999973,1017.929993,249.3312531,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,Deciduous Forest,0.660000026
137,731817.23980,545446.85460,235113140100tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,White Oak,W oak,Oak,28,31.583376,342, , ,West,IN099,BsxA,2481932,9.850000381,1015.280029,220.7129059,0.6,86.9800034,8.7399998,4.2800002,0.1,0.09,91.7399979,Cultivated Crops,0.419999987
138,713181.11160,546188.66890,235127200100tree1,William Clark,1834,IN,LaPorte,NA,tree1,Oak,Yellow Oak,y oak,Oak,28,9.656064,84, , ,West,IN091,Br,272648,9.770000458,1002.440002,209.0358887,1.27,72.2099991,17.5599995,10.2299995,0.12,0.12,65.6999969,Developed_ Open Space,0.519999981
139,713165.11250,546201.97060,235127200100tree2,William Clark,1834,IN,LaPorte,NA,tree2,Oak,White Oak,w oak,Oak,28,15.288768,333, , ,West,IN091,Br,272648,9.770000458,1002.440002,209.1372681,1.27,72.2099991,17.5599995,10.2299995,0.12,0.12,65.6999969,Developed_ Open Space,0.519999981
140,730569.00060,536598.34600,234117700140tree2,Jeremiah Smith,1834,IN,Starke,NA,tree2,Oak,Black Oak,b oak,Oak,28,7.04088,331, , ,West,IN149,PlC,162627,9.890000343,1016.330017,231.6278534,0.53,95.1500015,3.1400001,1.71,0.03,0.07,55,Developed_ Open Space,0.310000002
141,740531.14780,537908.70840,234113700240tree1,David Hillis,1833,IN,Marshall,NA,tree1,Oak,White Oak,W oak,Oak,28,41.23944,189.5, , ,West,IN099,OndA,2481950,10.03999996,1018.98999,248.2945709,0.92,57.1100006,26.4699993,16.4200001,0.27,0.16,9.1700001,Developed_ Open Space,0.779999971
142,729415.97800,549528.66730,235117600340tree1,William Clark,1834,IN,St. Joseph,NA,tree1,Oak,Yellow Oak,Y Oak,Oak,28,11.466576,254, , ,West,IN141,CnbB,625115,9.829999924,1013.22998,218.9745636,0.39,91.75,5.4000001,2.8499999,0.02,0.07,55,Developed_ Low Intensity,0.449999988
143,723618.27490,523993.89770,232117300540tree2,Abner E. VanNess,1834,IN,Starke,NA,tree2,Oak,Black Oak,B oak,Oak,28,49.688496,63, , ,West,IN149,PvB,162629,9.789999962,1022.719971,222.6429749,0.56,94.25,3.75,2,0.04,0.07,91.7399979,Deciduous Forest,0.409999996
144,742248.42860,541925.34730,234123200500tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,White Oak,w oak,Oak,28,1.207008,279, , ,West,IN099,RoqB,2481964,10.02999973,1019.820007,249.5008698,0.68,52.8400002,29.7199993,17.4300003,0.27,0.15,32.1699982,Cultivated Crops,0.75999999
145,717067.10050,545983.60650,235127440100tree1,William Clark,1834,IN,LaPorte,NA,tree1,Oak,White Oak,w oak,Oak,28,139.208256,270, , ,West,IN091,Mx,272675,9.760000229,1004.179993,208.433609,0.65,90.7799988,5.5300002,3.6900001,0.17,0.09,91.7399979,Cultivated Crops,0.49000001
146,723616.09110,526424.39420,233117300100tree2,David Hillis,1834,IN,Starke,NA,tree2,Oak,White Oak,w oak,Oak,28,70.207632,271.75, , ,West,IN149,Mr,162620,9.81000042,1018.580017,222.7307434,0.5,88.4000015,7.4000001,4.1999998,0.09,0.07,91.7399979,Developed_ Open Space,0.370000005
147,734845.62020,535679.50340,234113340100tree2,David Hillis,1833,IN,Marshall,NA,tree2,Oak,White Oak,W oak,Oak,28,33.19272,89.75, , ,West,IN099,OndA,2481950,10.02999973,1017.630005,252.8900909,0.92,57.1100006,26.4699993,16.4200001,0.27,0.16,9.1700001,Cultivated Crops,0.779999971
148,732960.87760,529257.32060,233113240300tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,Black Oak,B. Oak,Oak,28,1.609344,75, , ,West,IN099,PrxB,2481963,9.890000343,1020.280029,230.556427,0.53,95.1500015,3.1400001,1.71,0.03,0.07,55,Developed_ Open Space,0.389999986
149,731016.64280,524466.06350,232113140600tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,White Oak,w oak,Oak,28,2.615184,154, , ,West,IN099,RopC2,2481967,9.859999657,1025.810059,233.0112305,0.84,54.1100006,27.5400009,18.3500004,0.25,0.15,21.3099995,Cultivated Crops,0.629999995
150,734650.85430,530805.98700,233113340400tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,White Oak,W. Oak,Oak,28,29.16936,157, , ,West,IN099,RoqC2,2481965,9.970000267,1019.26001,242.2520599,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,Developed_ Open Space,0.660000026
151,720437.49860,526552.31390,233117100100tree2,Robert Clark,1834,IN,Starke,NA,tree2,Oak,White Oak,w oak,Oak,28,13.880592,223.5, , ,West,IN149,BeA,162607,9.81000042,1013.609985,220.3508606,0.4,88.1999969,7.8000002,4,0.12,0.07,91.7399979,Developed_ Low Intensity,0.319999993
152,729041.70640,521267.48740,232117640400tree2,Abner E. VanNess,1834,IN,Starke,NA,tree2,Oak,White Oak,W oak,Oak,28,65.178432,232.5, , ,West,IN149,CrA,162611,9.829999924,1033.839966,224.4680176,1.04,44.4199982,35.6699982,19.9099998,0.35,0.11,3.78,Woody Wetlands,0.479999989
153,736485.17780,537255.45660,234113440200tree1,David Hillis,1834,IN,Marshall,NA,tree1,Other,Black Gum,B gum,Black gum,28,3.419856,171, , ,West,IN099,RoqC2,2481965,10.03999996,1018.140015,250.8834534,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,Developed_ Open Space,0.660000026
154,705143.12190,549789.45750,235137300300tree1,William Clark,1834,IN,LaPorte,NA,tree1,Other,Cherry,cherry,Cherry,28,40.635936,288, , ,West,IN091,EsA,272659,9.81000042,1002.280029,222.4390564,1.92,58.7000008,30.2800007,11.0200005,0.17,0.14,49.8199997,Developed_ Open Space,0.670000017
155,711700.94490,531750.74460,233127140400tree1,Jeremiah Smith,1834,IN,Starke,NA,tree1,Other,Cottonwood,cottonwood,Poplar,28,39.22776,267.5, , ,West,IN149,Co,162609,9.81000042,999.2999878,206.5135193,1.4299999,65.5,25.2600002,9.2399998,0.21,0.14,51.0900002,Woody Wetlands,0.610000014
156,742612.07780,533783.43060,233123240600tree2,David Hillis,1834,IN,Marshall,NA,tree2,Oak,Red Oak,R. Oak,Oak,27,8.650224,14, , ,West,IN099,OlcB,1702560,10.02000046,1018.940002,237.5400848,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,Developed_ Open Space,0.660000026
157,735568.72350,534022.56260,233113400600tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,Black Oak,B. Oak,Oak,27,16.09344,106, , ,West,IN099,ReyA,1702564,9.979999542,1018.369995,235.6186066,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.19,9.1700001,Developed_ Medium Intensity,0.800000012
158,734321.85460,543740.79850,234113300600tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,White Oak,W oak,Oak,27,9.05256,150, , ,West,IN099,GdnA,2451235,9.890000343,1016.570007,226.0179749,3.53,77.1800003,13.3500004,9.4700003,0.14,0.11,16.25,Developed_ Open Space,0.720000029
159,745691.38480,522393.75650,232123440500tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,White Oak,W. Oak,Oak,27,26.554176,113, , ,West,IN099,OlcB,1702560,9.960000038,1018.640015,239.6079102,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,Cultivated Crops,0.660000026
160,731524.37550,537345.03790,234113140200tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,Red Oak,R oak,Oak,26,21.524976,192, , ,West,IN099,BsxA,2481932,9.899999619,1016.419983,230.5799866,0.6,86.9800034,8.7399998,4.2800002,0.1,0.09,91.7399979,Cultivated Crops,0.419999987
161,732478.53620,537336.81400,234113200200tree1,David Hillis,1834,IN,Marshall,NA,tree1,Oak,White Oak,W oak,Oak,26,25.347168,98.5, , ,West,IN099,OndA,2481950,9.920000076,1016.650024,238.4746399,0.92,57.1100006,26.4699993,16.4200001,0.27,0.16,9.1700001,Developed_ Low Intensity,0.779999971
